Source,Target,Tweet Type
jonperris,miyawakidinades,retweet
elbepi12,licenciadogeek,retweet
janetparra123,codigoguest,retweet
tomibarbosa,miyawakidinades,retweet
sweetmounth,anauhts,retweet
lazaro_peace,el_lolesmivida,retweet
elbepi12,el_lolesmivida,retweet
radinahmadx,linustech,retweet
_fedegaleano,sayorijoestar,retweet
giovani69081623,famedchris,retweet
reinaldorm5,el_lolesmivida,retweet
cookelife1,kdutheviw,retweet
fernandod_212,monsterdroiid,retweet
fernandod_212,youtube,retweet
rsthelmer,moonlightmuh,retweet
tixeira1,derrotdevi,retweet
nayteur78,jvcom,retweet
santiiih,lordruffles,retweet
dirkammm,chollometro,retweet
ljlangley13,linustech,retweet
muhammadhaikol,tech_lagi,retweet
ronjantol2,bolotacmcompota,retweet
says_gamers,ignlatam,retweet
elmarquitos01,felipefn18,retweet
tomibarbosa,el_lolesmivida,retweet
xnihpsaka,hypex,retweet
rdeltaro,linustech,retweet
diegsals23,navarreteytzel,retweet
ashrafghjkl,tech_lagi,retweet
janetparra123,_katt_mo,retweet
_santoslua,derrotdevi,retweet
pedrobabreu991,eusouosena,retweet
diogoasd2,bolotacmcompota,retweet
nnereamartel,irusantana,retweet
nnereamartel,auronplay,retweet
bazilmazlan,tech_lagi,retweet
twittaleticia,moonlightmuh,retweet
hhanzo48,el_lolesmivida,retweet
charles8ff,bruno_8893,retweet
kevin_1895,talvezricas,retweet
luucab2,sayorijoestar,retweet
danielosujiiii,talvezricas,retweet
natesmb64,gtaseries,retweet
rayane04_,jordanstronger7,retweet
cmilaoliveiraa,o_rwnan,retweet
musab_ibrahim12,games_mixx,retweet
souoresnikov,talvezricas,retweet
alissongado,talvezricas,retweet
wakmal23_,tech_lagi,retweet
u__7mi,engadgetjp,retweet
lyubenathra,el_lolesmivida,retweet
theworststory,derrotdevi,retweet
skaldakgirl,derrotdevi,retweet
luiz_antcs,derrotdevi,retweet
jonasdigues,talvezricas,retweet
heymeup_,tech_lagi,retweet
afon_silva,eusouosena,retweet
yrednikepvp,derrotdevi,retweet
benjamincorbal6,el_lolesmivida,retweet
ashlusan,jihonelfacundo,retweet
rosalf_,verge,retweet
sbfsk,tech_lagi,retweet
decyn,sanlaris_game,retweet
kaioucapiroto,____beaaa,retweet
felipeemcf,derrotdevi,retweet
manuelsobrado7,lordruffles,retweet
adrianb49403597,i_am_wildcat,retweet
omarhafidz,tech_lagi,retweet
lilmilanga,bruno_8893,retweet
izzatmizaz,tech_lagi,retweet
iverdojak,porquetendencia,retweet
pibbe_r,porquetendencia,retweet
10rodrigoal,nrggg,retweet
joovito17241612,skibidih,retweet
juande9129,el_lolesmivida,retweet
youicat,derrotdevi,retweet
iaraaugusto3,eusouosena,retweet
joovito17241612,vinihzv,retweet
biel_0703,derrotdevi,retweet
juliocesareh0,willymouram,retweet
najmiarf,matheusdaring_,retweet
itlooo,talvezricas,retweet
firdausronnie,linustech,retweet
yutanakk,derrotdevi,retweet
brais_vidal_,miyawakidinades,retweet
r98martos,miyawakidinades,retweet
kummer_edu,talvezricas,retweet
ohhhmatrix,jvcom,retweet
harris_hzwnnn,myaksiz,retweet
fokkissimo,derrotdevi,retweet
mechamobetto,derrotdevi,retweet
jimmyxb77,ignlatam,retweet
migy3aca,eusouosena,retweet
jamel92paks,monkey_d_rayan9,retweet
vulgorogi,derrotdevi,retweet
thomasduple,configgamer,retweet
victormojica614,riccio_valerio,retweet
alissongado,poxarog,retweet
kmc_55,i_am_wildcat,retweet
fellbonit,talvezricas,retweet
joovito17241612,anauhts,retweet
akt_azulao,talvezricas,retweet
streaams,hypex,retweet
oliveiratk_,talvezricas,retweet
mohaa_zz,theorus_,retweet
berasalex,linustech,retweet
ubasti_,g1,retweet
6_boulette,theorus_,retweet
brayan_ribeiiro,talvezricas,retweet
rrifdinn,tech_lagi,retweet
david80092436,eusouosena,retweet
prolemma674,hypex,retweet
ubasti_,derrotdevi,retweet
gambirazi14,derrotdevi,retweet
sywaxyt,theorus_,retweet
joaquin_sander,lucas7yoshi,reply
juloparc,riccio_valerio,retweet
naoeoiank,derrotdevi,retweet
czrvius,theorus_,retweet
henriqu3_cost4,derrotdevi,retweet
joovito17241612,willymouram,retweet
garibaldin82,derrotdevi,retweet
pdeimian,enevda__,retweet
leo25mendes1,eusouosena,retweet
mariazinhaacm,lucasrocha365,retweet
peresh_11,eusouosena,retweet
jandoc_ars,monsterdroiid,retweet
jandoc_ars,youtube,retweet
tiagoribeiro_26,eusouosena,retweet
_timmmmy,verge,retweet
itsmejoaom,eusouosena,retweet
mohal823,barnacules,retweet
tunejoliefleur,theorus_,retweet
ctanicoolas,caminotv,retweet
ctanicoolas,epicgamesfr,retweet
ctanicoolas,rockstargames,retweet
velosom2,derrotdevi,retweet
mahfer____,poxarog,retweet
danexclaims,linustech,retweet
otheuszz,derrotdevi,retweet
kermit_the_freg,iam_johnw,retweet
fernandod_212,youtube,retweet
22cavani,talvezricas,retweet
franolivo13,porquetendencia,retweet
ladyfreedom_,laurasandre,retweet
sammy17gamer,fernandod_212,retweet
sammy17gamer,youtube,retweet
aquela_nat,g1,retweet
swagdo_justin,g1,retweet
onqore,videogamedeals,retweet
urpaidecalcinha,derrotdevi,retweet
paoocute,derrotdevi,retweet
klemendonca,g1,retweet
___pedrinn,derrotdevi,retweet
jihyosunshine,derrotdevi,retweet
tqaw9ripfflvkjz,vtuberdcd,retweet
tqaw9ripfflvkjz,engadgetjp,retweet
kskm92,derrotdevi,retweet
maxicorneli,porquetendencia,retweet
otheuszz,willymouram,retweet
yacinthebeast,linustech,retweet
bruxocomunista,anauhts,retweet
callmekenshi,haalo1231,retweet
benjobum,_fivem,retweet
swagdo_justin,poxarog,retweet
lavvinia1,derrotdevi,retweet
swagdo_justin,lucassbivar,retweet
carloso07051964,ignlatam,retweet
querovivermorto,derrotdevi,retweet
john_wayned29,chollometro,retweet
_manoslav,moonlightmuh,retweet
bitmxp,epicgames,retweet
thegodzfather_3,i_am_wildcat,retweet
b00tk1ll,d_sasakii_,retweet
let_727,derrotdevi,retweet
batinhal,talvezricas,retweet
thedanixyt,miyawakidinades,retweet
btenghost,derrotdevi,retweet
kxzzy1,hypex,retweet
eu_vinni,derrotdevi,retweet
andreyfreiitas,derrotdevi,retweet
dabzergod,epicgames,reply
let_727,talvezricas,retweet
starped0,enevda__,retweet
josegi_j1401,lordruffles,retweet
hannanog_,talvezricas,retweet
souafinn,derrotdevi,retweet
macie_nicholas,i_am_wildcat,retweet
hei_fleur,g1,retweet
justadiamandis,g1,retweet
edukun_,monsterdroiid,retweet
edukun_,youtube,retweet
nsanmateo,d_sasakii_,retweet
ajh8su,sayorijoestar,retweet
jldouniaa,riccio_valerio,retweet
aoa_136,sayorijoestar,retweet
zrohour,linustech,retweet
nathanraimundo5,lucassbivar,retweet
henriquedvi,derrotdevi,retweet
25thrip,talvezricas,retweet
hiu_ry,vinihzv,retweet
janetparra123,jorgegodoy90,retweet
brendaareiss,willymouram,retweet
tessaroloo_,lucasrocha365,retweet
shlang73,jvcom,retweet
sadboyalliance,nrggg,retweet
silaz001,el_lolesmivida,retweet
hansenxplict,marcos16702227,retweet
juaoxd_,talvezricas,retweet
fernandod_212,monsterdroiid,retweet
r3dpl4x_,linustech,retweet
haceme1petardo,miyawakidinades,retweet
hansenxplict,vinihzv,retweet
azzhbhrdn,tech_lagi,retweet
diiplodocus,tech_lagi,retweet
damar_komodo,rednesia,retweet
weu_jr,eusouosena,retweet
sleepost,derrotdevi,retweet
duro_lawunmi,i_am_wildcat,retweet
izadora_granger,talvezricas,retweet
shyitzcookiez,irezcoh,retweet
shyitzcookiez,epicgames,retweet
garciaguirre93,davidalfonso205,retweet
piraniee,xluvmygilbertx,retweet
_a_random_kid_,derrotdevi,retweet
blumiez,derrotdevi,retweet
bialmonteiro,talvezricas,retweet
elhadjimontana,theorus_,retweet
stink___bug,nonsgr,retweet
therealvza,bolotacmcompota,retweet
syrengreywolf,linustech,retweet
dumbzfps,derrotdevi,retweet
_dedey_,snopey_,retweet
noitsnotmea,tech_lagi,retweet
katleendiias__,derrotdevi,retweet
tanahounds,engadgetjp,retweet
ronron0707,heiden_lunark,retweet
ronron0707,engadgetjp,retweet
fagundesk8,derrotdevi,retweet
cbrlinhares,drayerrtv,retweet
1008_iso,engadgetjp,retweet
insanityisfine,talvezricas,retweet
real_lwiay,theodd1sout,reply
hansenxplict,derrotdevi,retweet
francolli4,porquetendencia,retweet
soydanzito,sayorijoestar,retweet
mbrunoo47,eusouosena,retweet
eijader,alysvillalba,retweet
jenssentj,i_am_wildcat,retweet
x2024x2025,chollometro,retweet
martinleico,el_lolesmivida,retweet
yoloyanmachu,usatoday,retweet
tang_owen,linustech,retweet
joel08657204,sayorijoestar,retweet
katleendiias__,poxarog,retweet
lichtbhyun,el_lolesmivida,retweet
bwrymllw,tech_lagi,retweet
nathanraimundo5,diego1santos4,retweet
steven_626,linustech,retweet
elizabethgoro12,teleamazonasec,retweet
vilelatvv,derrotdevi,retweet
dgzico,derrotdevi,retweet
yanndefreitas,derrotdevi,retweet
alvarololein,sayorijoestar,retweet
vilelatvv,poxarog,retweet
feliifavre,sayorijoestar,retweet
nathanraimundo5,rafaelul_,retweet
sacochelv,theorus_,retweet
buninha_souza,vinisz__,retweet
sonoffuckerdup,derrotdevi,retweet
37mzk80,eusouosena,retweet
_vitola_,derrotdevi,retweet
_nfay,tech_lagi,retweet
khalilaimann,tech_lagi,retweet
danilofll,derrotdevi,retweet
marcella_felixx,alvoradagames,retweet
celia200507,sayorijoestar,retweet
07rafaelucas,moonlightmuh,retweet
castanha_2004,eusouosena,retweet
esven12,matheusdaring_,retweet
superawsomedman,videogamedeals,retweet
lazyan_,navarreteytzel,retweet
sharmanhall,linustech,retweet
aimanmin_,tech_lagi,retweet
noesharsu,radintales,retweet
bialmonteiro,kdutheviw,retweet
azriazro,matheusdaring_,retweet
ogigachad,nrggg,retweet
streeter108,linustech,retweet
kaos_lalo,hypex,retweet
chrlrhmdn,rednesia,retweet
gomesswill,derrotdevi,retweet
bkhry31,tech_lagi,retweet
trehane_kaden,matheusdaring_,retweet
ariducerisier,matheusdaring_,retweet
louis95r,monkey_d_rayan9,retweet
djsantours,porquetendencia,retweet
jeanblackfe,talvezricas,retweet
gustavo__j3,g1,retweet
mohdsarhan_,tech_lagi,retweet
matibustamant,el_lolesmivida,retweet
danieldtorres5,davidalfonso205,retweet
hentaihottiee,mikaylahpaig,retweet
vilelatvv,willymouram,retweet
_mencrenage,willymouram,retweet
danilofll,talvezricas,retweet
marcsv5,talvezricas,retweet
jesuslizarde,juansguarnizo,reply
marcelozurita20,licenciadogeek,retweet
spyrshun,theorus_,retweet
jorge_vcia,teleamazonasec,retweet
gustavo__j3,lucassbivar,retweet
mrcobraxl,nrggg,retweet
boutarzwa,riccio_valerio,retweet
maugbrito,derrotdevi,retweet
_samuelgatao_,derrotdevi,retweet
vilelatvv,gomescavalero,retweet
knalefilms,linustech,retweet
biell7_,derrotdevi,retweet
remto,engadgetjp,retweet
edgard67,willymouram,retweet
v2craig,i_am_wildcat,retweet
roidespignoufs,enzoonepatate,retweet
eric_sgp,derrotdevi,retweet
letisaaaaa,d_sasakii_,retweet
ridife,linustech,retweet
diegoleo420,derrotdevi,retweet
xxwes7,alvoradagames,retweet
lucasloeffler3,poxarog,retweet
todylopes,alvoradagames,retweet
adnanref,derrotdevi,retweet
djwilliam_and,willymouram,retweet
imdoctordoom,hypex,retweet
4cms,derrotdevi,retweet
adnanref,talvezricas,retweet
darananth,theorus_,retweet
bento0__,riccio_valerio,retweet
haroldcb17,hypex,retweet
dlostkitten,derrotdevi,retweet
diegosalcido,blogcommx,retweet
fealedhugoo,riccio_valerio,retweet
ze_fhilipe,lucassbivar,retweet
superleggera_jm,engadgetjp,retweet
ovnismx,blogcommx,retweet
lilghostboyyyy,derrotdevi,retweet
cotillard19,riccio_valerio,retweet
joseffvinicius,g1,retweet
taliyahancap,derrotdevi,retweet
ibntauran,tech_lagi,retweet
angelik_m123,teleamazonasec,retweet
infinity2wm,linustech,retweet
leoobtdd,bolotacmcompota,retweet
0_kopikku,sayorijoestar,retweet
irabbuu,epicgames,retweet
hamaova,hypex,retweet
xbhtx411,engadgetjp,retweet
nonobhlf,enzoonepatate,retweet
wesley_miranda4,derrotdevi,retweet
pbrunopaschoal,g1,retweet
noesharsu,ayrtonytomasi,retweet
deaelfari2,tech_lagi,retweet
tsurunedaisuki,tech_lagi,retweet
pedroascenbell,el_lolesmivida,retweet
medinasamali,mezamurrugarra,retweet
diegocorrea_96,porquetendencia,retweet
tep11,le_malparido,retweet
dogri7,miyawakidinades,retweet
hivikyy,theorus_,retweet
sinamoh_,bolotacmcompota,retweet
jrcrf10,g1,retweet
abafranklin,theorus_,retweet
hasbi_wzr,tech_lagi,retweet
c4rol94,navarreteytzel,retweet
luquinhscrf,talvezricas,retweet
rapperferi,linustech,retweet
nickziggs,talvezricas,retweet
_hxcxk_,lucasrocha365,retweet
diogoczr,derrotdevi,retweet
pflegertiago,talvezricas,retweet
silverio_br,g1,retweet
mohdmaloi,tech_lagi,retweet
theonly89891,games4fans1,retweet
5mchera,porquetendencia,retweet
lennymrlt,theorus_,retweet
rodolfoaz8eiro,talvezricas,retweet
bryanzitu,willymouram,retweet
sinclairgmail,verge,retweet
malumlashtonplz,i_am_wildcat,retweet
bakaryiss,riccio_valerio,retweet
maafebl,derrotdevi,retweet
arthuurr7,g1,retweet
23stmh,derrotdevi,retweet
arthuurr7,derrotdevi,retweet
iiamtaisa,rockstar_actu,retweet
wtfmaria0,alvoradagames,retweet
juangalt_,porquetendencia,retweet
warlock_otako,clarintecno,retweet
crvg_bielziin,g1,retweet
afonsostingo,eusouosena,retweet
ezeiii_g,tatissama,retweet
bellacosavagner,portaldaband,retweet
mirzamustafa3,tech_lagi,retweet
izzxxxt,matheusdaring_,retweet
alphateammy,shiinabr,retweet
arthuurr7,talvezricas,retweet
malumlashtonplz,h2odelirious,retweet
softhingsz,g1,retweet
noflyingsaad,epicgames,reply
luqmanazh,tech_lagi,retweet
jawad93270,enzoonepatate,retweet
knieveldavisa,matheusdaring_,retweet
_dibbo,tech_lagi,retweet
marwa_lvb,theorus_,retweet
sou0pedro,eusouosena,retweet
23stmh,lucassbivar,retweet
ricky_thach,linustech,retweet
zurcrux,willymouram,retweet
23stmh,poxarog,retweet
ruimoreira270,eusouosena,retweet
maverickdotweet,i_am_wildcat,retweet
ctrl__v,engadgetjp,retweet
adamlsi,theorus_,retweet
jawad93270,riccio_valerio,retweet
benmartins__,eusouosena,retweet
haziqrf_,tech_lagi,retweet
doctorkrabs,linustech,retweet
23stmh,willymouram,retweet
m0thmn,sztywnypatyyk,retweet
l4wlliet,rednesia,retweet
guilhermecrdesa,derrotdevi,retweet
joshdone,derrotdevi,retweet
rosevisk,moonlightmuh,retweet
jtakaa_,derrotdevi,retweet
fllpsantos,derrotdevi,retweet
23stmh,anauhts,retweet
asjdiasjdoasfja,talvezricas,retweet
pedrone51421146,derrotdevi,retweet
leolindokkk,derrotdevi,retweet
stkactus,i_am_wildcat,retweet
measeemalll,bruno_8893,retweet
joaocagone,eusouosena,retweet
portomaris,derrotdevi,retweet
lashamiuwu,miyawakidinades,retweet
raphaelgxd_,g1,retweet
gabruhel,sayorijoestar,retweet
_nzuuu,sayorijoestar,retweet
justcallmebash,linustech,retweet
lashamiuwu,el_lolesmivida,retweet
zakiisaman,tech_lagi,retweet
goncz111,eusouosena,retweet
jtakaa_,talvezricas,retweet
guilhermecrdesa,lucassbivar,retweet
raphaelgxd_,derrotdevi,retweet
luanaflaviaaaah,derrotdevi,retweet
paullobrittoj,vinisz__,retweet
jone_oliveira09,eusouosena,retweet
macandcheesytv,linustech,retweet
pedrone51421146,lucassbivar,retweet
90scoffe,derrotdevi,retweet
lashamiuwu,navarreteytzel,retweet
kioy___,matheusdaring_,retweet
bingusmingus,lucasrocha365,retweet
mikerob75098477,iam_johnw,retweet
lashamiuwu,davidalfonso205,retweet
andyvelazquez40,los40leon,retweet
deh_regin,moonlightmuh,retweet
matheusfernweh,derrotdevi,retweet
super_fuuaa,davidalfonso205,retweet
willianrech7,d_sasakii_,retweet
fran0pps,derrotdevi,retweet
gabrielgon24,eusouosena,retweet
sxcrificesz,sayorijoestar,retweet
bench1278,bruhitsbigsam,retweet
moviesaredope,phillyd,reply
jonathandielokc,derrotdevi,retweet
lorenzobbopp,g1,retweet
princevenicee,tech_lagi,retweet
charlito_16,el_lolesmivida,retweet
lorenzobbopp,derrotdevi,retweet
llxx99999,poxarog,retweet
carlita12_2,teleamazonasec,retweet
arifnok,myaksiz,retweet
ananascocoo,theorus_,retweet
llxx99999,moonlightmuh,retweet
matheus63562401,derrotdevi,retweet
jawad93270,nextplayo,retweet
fearleronieder,verge,retweet
marlonruan7,ufoatom,retweet
youngswturn,derrotdevi,retweet
fran0pps,talvezricas,retweet
yeeteranes,linustech,retweet
lautaroduette1,porquetendencia,retweet
careca_da_zona,derrotdevi,retweet
tataviooo,derrotdevi,retweet
minhochomage,theorus_,retweet
blastzone31,i_am_wildcat,retweet
onizuka45646733,theorus_,retweet
alancartins,g1,retweet
lourenco173,eusouosena,retweet
okixto21,lucasrocha365,retweet
odnfer,lucasrocha365,retweet
90scoffe,lucassbivar,retweet
disneybleu,weaufeunne,retweet
kceteg,derrotdevi,retweet
syedafiq_,linustech,retweet
j0n34,jvcom,retweet
admirableatroc1,matuskosensei,retweet
admirableatroc1,4ulivestream,retweet
admirableatroc1,jfksenica4u,retweet
admirableatroc1,woogieretweets,retweet
admirableatroc1,streamcrt,retweet
admirableatroc1,smallstreamersc,retweet
admirableatroc1,rev_rts,retweet
admirableatroc1,supstreamers,retweet
admirableatroc1,streamboosts,retweet
dognate1,g1,retweet
mat3ovir,rockstarsupport,retweet
kiritblackk,monsterdroiid,reply
luanaflaviaaaah,moonlightmuh,retweet
diegoleo420,talvezricas,retweet
llsniperninjall,nrggg,retweet
nathaly78587577,derrotdevi,retweet
_founder,_fivem,retweet
peres_the_clown,eusouosena,retweet
parkhell3n,anauhts,retweet
emilyaraujo2003,g1,retweet
pedrolidman,derrotdevi,retweet
hugoo_10__,derrotdevi,retweet
fearleronieder,i_am_wildcat,retweet
yusukiparaguaio,derrotdevi,retweet
alancartins,poxarog,retweet
gueiflop,derrotdevi,retweet
rickemortee,derrotdevi,retweet
doooodeeeen,rednesia,retweet
juli_sturtz,porquetendencia,retweet
itshzqx,tech_lagi,retweet
biscoitidelicia,derrotdevi,retweet
pedrolidman,g1,retweet
8sandayo,engadgetjp,retweet
awokenkitty,blognone,retweet
arturliminha123,derrotdevi,retweet
tylerstroud2,i_am_wildcat,retweet
fran0pps,vinihzv,retweet
_fabianolucas,derrotdevi,retweet
moviesaredope,phillyd,reply
thathowguy,linustech,retweet
cleitonromulo,alvoradagames,retweet
hazqdanial,verge,retweet
lequeazul51,derrotdevi,retweet
1ronic_life,g1,retweet
lionel9725,theorus_,retweet
lucascamaraoiv,talvezricas,retweet
mateus_king,poxarog,retweet
metroman57690,carlito__22,retweet
manzano688,le_malparido,retweet
_cavallari_,derrotdevi,retweet
aligabrielll,derrotdevi,retweet
paideladnike,derrotdevi,retweet
hatakemelo,talvezricas,retweet
amyzababyy,matheusdaring_,retweet
crimzonchronos,i_am_wildcat,retweet
findlaychisholm,kreekcraft,reply
daniiel_gb,sayorijoestar,retweet
marteruiva,talvezricas,retweet
luisafduarte,alvoradagames,retweet
bashfulsimbiel,derrotdevi,retweet
hazqdanial,bruhitsbigsam,retweet
peedro_arthuur,talvezricas,retweet
vulgo_kyky,vinisz__,retweet
mr_funny_man_22,sayorijoestar,retweet
wlsaraivinha,derrotdevi,retweet
_tsuyu99,derrotdevi,retweet
nathaly78587577,talvezricas,retweet
eusoumau_,eusouosena,retweet
manzano688,el_lolesmivida,retweet
august_noctis,michaelpcmaster,retweet
utilmanexe,linustech,retweet
finessemaster2,matheusdaring_,retweet
peedro_arthuur,moonlightmuh,retweet
emanrossi,davidalfonso205,retweet
xdeatxh,poxarog,retweet
zqwnadm,bruhitsbigsam,retweet
stef_l19,riccio_valerio,retweet
kinkyls,nrggg,retweet
irffanyusoff,tech_lagi,retweet
anilmstffa_,tech_lagi,retweet
joaocohenn,h__lucaas,reply
xdeatxh,d_sasakii_,retweet
17bslt,jvcom,retweet
jawad93270,jordanstronger7,retweet
schneiderrenan,luckysalamander,retweet
staw_coa,derrotdevi,retweet
rizazraei,nrggg,retweet
naalves0,moonlightmuh,retweet
dzfrn,tech_lagi,retweet
xph03n1xsh4d0wx,i_am_wildcat,retweet
whyhellis,i_am_wildcat,retweet
46zuen,hypex,retweet
kingkyle1400,i_am_wildcat,retweet
tommy0772,engadgetjp,retweet
peedro_arthuur,joaovictor7t,retweet
luiginadamas,kikog1997,retweet
aligabrielll,poxarog,retweet
nowfxll,tech_lagi,retweet
glitchbunnie,epicgames,reply
galgilboa,hypex,retweet
juks_goma,leomirand,retweet
lima_mrcel0,eduardoo_ti,retweet
laura_a_trans,derrotdevi,retweet
smxxdy,hypex,retweet
marcuslaia_,derrotdevi,retweet
vonlauofisial2,enevda__,retweet
joaosequeira28,eusouosena,retweet
taimei_u,tommy0772,retweet
taimei_u,engadgetjp,retweet
alfredoarajo6,derrotdevi,retweet
seba1261525863,rexscur,retweet
galgilboa,shiinabr,retweet
aldobenjaminra,velasquezrommel,reply
lilghouljess,fake_batman_,retweet
brickop__,i_am_wildcat,retweet
samuelaraujo90,lucassbivar,retweet
againglogs,i_am_wildcat,retweet
temporalap,eluriel095,reply
jo_infinite_,lucassbivar,retweet
thedank_voyager,i_am_wildcat,retweet
mae649,sayorijoestar,retweet
radd_bill,sayorijoestar,retweet
xdeatxh,lucasrocha365,retweet
chickendanunes1,derrotdevi,retweet
facundombucci,enevda__,retweet
lucasswfs,derrotdevi,retweet
yudhistirayossa,bolotacmcompota,retweet
porradressa,derrotdevi,retweet
spaceautist,videogamedeals,retweet
ob1_0ne,hypex,retweet
_sacredlyyy,linustech,retweet
joaocpereira2,eusouosena,retweet
christiangance1,porquetendencia,retweet
emaildaaaa,tech_lagi,retweet
chickendanunes1,talvezricas,retweet
xdeatxh,kdutheviw,retweet
douglasjr_b,googlenews,retweet
xdeatxh,marcos16702227,retweet
carlosviecelli,kaiozinhon,retweet
edu_rdoguivilla,davidalfonso205,retweet
rivera_ayyyeee,linustech,retweet
vilainhombre,caminotv,retweet
vilainhombre,epicgamesfr,retweet
vilainhombre,rockstargames,retweet
pa_glon,caramelitoleak,retweet
manuiscolorful,derrotdevi,retweet
uhonorato_,felipefn18,retweet
nvrf4th,tech_lagi,retweet
minderghum,miyawakidinades,retweet
dandxs_dara,moonlightmuh,retweet
au_n3t,bruno_8893,retweet
lucasswfs,talvezricas,retweet
gabriel46905505,talvezricas,retweet
mayckel1909_,talvezricas,retweet
onlyfleek,lt_cherry7,retweet
lunzhenrique,poxarog,retweet
gustavo85726986,derrotdevi,retweet
lunzhenrique,lucassbivar,retweet
alex_fabio18,lucassbivar,retweet
fdsdanii,derrotdevi,retweet
yaboidezmon_,i_am_wildcat,retweet
_voltarestart,derrotdevi,retweet
silv41211,eusouosena,retweet
wojtyla03,derrotdevi,retweet
vegetar3110,haalo1231,retweet
luqmancms,emirhaiqal,retweet
prijopan,rednesia,retweet
ddelavega89,3djuegos,retweet
jazzcq,derrotdevi,retweet
flavetamj,derrotdevi,retweet
notnasstyy,santisneux,retweet
aryxxx5,derrotdevi,retweet
hello_imjames,tech_lagi,retweet
fpires051,eusouosena,retweet
elmalditobatman,barnacules,retweet
jawad93270,ian_archery,retweet
joaovic10r,derrotdevi,retweet
cordeirudo,derrotdevi,retweet
monkey_louco,g1,retweet
antoniobazelat1,derrotdevi,retweet
flavetamj,talvezricas,retweet
oldskewl,forbes,retweet
maria_mejis,teleamazonasec,retweet
a11v1r15,pointnerd_20,retweet
tomokia1218,engadgetjp,retweet
vokalid,tech_lagi,retweet
mierdality,sayorijoestar,retweet
kaynsfc,g1,retweet
relatingpete13,i_am_wildcat,retweet
blader07_,i_am_wildcat,retweet
yung_chunn,theorus_,retweet
alissongamba1,juliakohnlein,retweet
chickendanunes1,lucasrocha365,retweet
hupe1234,linustech,retweet
strawberryeey,derrotdevi,retweet
galan_m2003,estrupa27,retweet
s0ulzin,rapmais,retweet
c43t4n0s1lv4,willymouram,retweet
louisgirelli,derrotdevi,retweet
neonender4real,iam_johnw,retweet
crflu4n,derrotdevi,retweet
markos69_yt,linustech,retweet
dryan2018,dryan2018,retweet
carlosacv3,el_lolesmivida,retweet
gueiflop,kdutheviw,retweet
ollie_sutty,i_am_wildcat,retweet
mr_funny_man_22,ayrtonytomasi,retweet
moxreo,iam_johnw,retweet
rafxtm,poxarog,retweet
hectoryakobi,descuentosrata,retweet
arifasri33,tech_lagi,retweet
piressce,derrotdevi,retweet
planchontomas,sayorijoestar,retweet
xntszske4gaktsr,vtuberdcd,retweet
xntszske4gaktsr,engadgetjp,retweet
leibamelanina,talvezricas,retweet
nandjurado,bruno_8893,retweet
lohalcl,g1,retweet
rafxtm,willymouram,retweet
bac0nb0i,i_am_wildcat,retweet
butteredlettuc1,hypex,retweet
duan76878896,i_am_wildcat,retweet
gaabriel_patzi,miyawakidinades,retweet
aresieve_,tech_lagi,retweet
crybabyboss_,sayorijoestar,retweet
rogue627,i_am_wildcat,retweet
gustavocury6,derrotdevi,retweet
matheusim17,eusouosena,retweet
wildflowerxmels,teleamazonasec,retweet
asrulsapiee,tech_lagi,retweet
vittrhugo,talvezricas,retweet
trafaigarlaww,3djuegos,retweet
lucasbtst_,poxarog,retweet
rayanbinks1120,theorus_,retweet
everlace,g1,retweet
emchnl,iam_johnw,retweet
antoniobazelat1,gomescavalero,retweet
toffvitor,derrotdevi,retweet
the_matrixxx_,fake_batman_,retweet
_luismb,el_lolesmivida,retweet
math_svieira,derrotdevi,retweet
fedegonza4,gitlab,retweet
fedegonza4,gitlabstatus,retweet
fedegonza4,epicgames,retweet
fedegonza4,youtube,retweet
lipexrd,talvezricas,retweet
thisineicertin,talvezricas,retweet
alice_santxz,derrotdevi,retweet
knigthmare__,riccio_valerio,retweet
grigosback,el_lolesmivida,retweet
elisiario92,eusouosena,retweet
cmoienftz,theorus_,retweet
rojanovargas,gameromanta,retweet
mm_mm_jr,engadgetjp,retweet
tesaficamaior,eusouosena,retweet
rulehatesyou,italkfortnite,retweet
monsterdroiid,monsterdroiid,retweet
monsterdroiid,youtube,retweet
alice_santxz,talvezricas,retweet
mirmek4,sayorijoestar,retweet
lawiet3,derrotdevi,retweet
syanizal20,tech_lagi,retweet
the_dino03,lucassbivar,retweet
cgometpro,jvcom,retweet
goncaloxcosta,eusouosena,retweet
thenenus,g1,retweet
aidanfroy,italkfortnite,retweet
_ikkey_,i_am_wildcat,retweet
koezezim,derrotdevi,retweet
yenyot,tech_lagi,retweet
eusoufodagu,eugabrielrm,retweet
the_dino03,poxarog,retweet
theus_gangsta,g1,retweet
harshil1903,linustech,retweet
gianf654,rinconfortnite,retweet
aaroncerecedes,linustech,retweet
romanserravalle,porquetendencia,retweet
briandiaz1991,sayorijoestar,retweet
amrhsff,tech_lagi,retweet
ivy_canin,derrotdevi,retweet
19amd95,rockstar7games,retweet
filipehmarquess,vinisz__,retweet
silvareis0602,derrotdevi,retweet
osvaldob128,i_am_wildcat,retweet
iuri_rebelo,derrotdevi,retweet
_talitaa__,derrotdevi,retweet
irlanda90613526,sayorijoestar,retweet
lelo3s,ian_archery,retweet
soymarifel,el_lolesmivida,retweet
edggirr,matheusdaring_,retweet
pancakeprior,sayorijoestar,retweet
ccamilafe,moonlightmuh,retweet
